date,start_time,comp,round,dayofweek,venue,result,goals_for,goals_against,opponent,xg_for,xg_against,possession,attendance,captain,formation,referee,match_report,Notes
2023-12-30,15:00 (08:00),Premier League,Matchweek 20,Sat,Away,L,0,2,Manchester City,0.3,2.3,19,,Jack Robinson,3-4-3,David Coote,Match Report,
2024-01-06,15:00 (08:00),FA Cup,Third round proper,Sat,Away,,,,Gillingham,,,,,,,,Head-to-Head,
2024-01-21,14:00 (07:00),Premier League,Matchweek 21,Sun,Home,,,,West Ham,,,,,,,,Head-to-Head,
2024-01-30,20:00 (13:00),Premier League,Matchweek 22,Tue,Away,,,,Crystal Palace,,,,,,,,Head-to-Head,
2024-02-03,17:30 (10:30),Premier League,Matchweek 23,Sat,Home,,,,Aston Villa,,,,,,,,Head-to-Head,
2024-02-10,15:00 (08:00),Premier League,Matchweek 24,Sat,Away,,,,Luton Town,,,,,,,,Head-to-Head,
2024-02-18,14:00 (07:00),Premier League,Matchweek 25,Sun,Home,,,,Brighton,,,,,,,,Head-to-Head,
2024-02-25,13:30 (06:30),Premier League,Matchweek 26,Sun,Away,,,,Wolves,,,,,,,,Head-to-Head,
2024-03-02,15:00 (08:00),Premier League,Matchweek 27,Sat,Home,,,,Arsenal,,,,,,,,Head-to-Head,
2024-03-09,,Premier League,Matchweek 28,Sat,Away,,,,Bournemouth,,,,,,,,Head-to-Head,
2024-03-16,,Premier League,Matchweek 29,Sat,Away,,,,Manchester Utd,,,,,,,,Head-to-Head,
2024-03-30,,Premier League,Matchweek 30,Sat,Home,,,,Fulham,,,,,,,,Head-to-Head,
2024-04-03,,Premier League,Matchweek 31,Wed,Away,,,,Liverpool,,,,,,,,Head-to-Head,
2024-04-06,,Premier League,Matchweek 32,Sat,Home,,,,Chelsea,,,,,,,,Head-to-Head,
2024-04-13,,Premier League,Matchweek 33,Sat,Away,,,,Brentford,,,,,,,,Head-to-Head,
2024-04-20,,Premier League,Matchweek 34,Sat,Home,,,,Burnley,,,,,,,,Head-to-Head,
2024-04-27,,Premier League,Matchweek 35,Sat,Away,,,,Newcastle Utd,,,,,,,,Head-to-Head,
2024-05-04,,Premier League,Matchweek 36,Sat,Home,,,,Nott'ham Forest,,,,,,,,Head-to-Head,
2024-05-11,,Premier League,Matchweek 37,Sat,Away,,,,Everton,,,,,,,,Head-to-Head,
2024-05-19,,Premier League,Matchweek 38,Sun,Home,,,,Tottenham,,,,,,,,Head-to-Head,
